content;integritas;kapabilitas;empati;akseptabilitas;kontinuitas
"berani bermimpi berani bertindak pasti bisa.  itu petuah @aburizalbakrie - politis tp sy setuju krn nilai positifnya tinggi buat generasi""";0;1;0;0;0
@RifkiPayobadar @rahmansaleh8 @iskan_dahlan Orang baik itu pasti ada yang dukung secara sukarela Kakak ...;1;0;0;0;0
"Happy Milad bpk. Prabowo Subianto semoga segala cita-cita dan niat baik bapak dikabulkan Alloh SWT. @Prabowo08 @Gerindra""";0;0;0;0;0
"jackybarinto @asalim30 @SBYudhoyono @iskan_dahlan Semoga makin banyak rakyat mengerti. Kita sudah lebih baik dan krisispun sedang diatasi""";0;1;0;0;0
Kalau Pinokio bohong hidungnya panjang ya? kayaknya kalau ARB yang bohong dagunya panjang deh..;1;0;0;0;0
"Ini menurut kacamat gue bro ayolah bantu bpk @jokowi_do2 buat merubah DKI agar lebih baik kedepannya!!!""";0;0;0;1;1
4. Kehidupan mndidik @iskan_dahlan kecil dgn keras. Baginya perih karena lapar a/ sahabat baik yg enggan pergi @IsiBuku_Dahlan #sepatudahlan;1;0;0;0;0
"Gerindra @RizkyWardhanaa @Prabowo08 salut unt Gerindra krn meski kcl tp tdk menukar amanah dgn jabatan dr parpol dominan/berkuasa""";0;1;0;0;0
"RT @ottosevenness: jody adi nugroho.. 11 12 sama dahlan iskan orgnya gokil hitam manise. baik suka gaje gitudeh..""";1;0;0;0;0
"Berani bermimpi berani melangkah. Melangkah utk membangun  merubah Indonesia jd lebih baik suara Golkar suara perubahan. @aburizalbakrie""";0;1;0;0;0
"Gerindra @Prabowo08 betul pak.. Harus dibutuhkan ahli Sejarahpak. Dalam kronologisnya agar kejadian tsb tdk terulang kembali. Thank you.""";0;1;0;0;0
"Kata pak @aburizalbakrie kita harus Berani berfikir berani bermimpi dan berani bertindak #ARB""";0;1;0;0;0
"Duh jadi pendengar yg baik dng skrg:D @Dianiajeng: @SekarSitaresmi aminn :) oh surya paloh disini maennya radio yng bukan tipi --""";0;1;0;0;0
"1. Marzuki Alie. Pas Idul Adha kmrn beliau meninjau langsung pelaksanaan haji di Arab Saudi. Make sure aja kalo semua berjalan baik""";0;1;0;0;0
Pak wiranto saya tau anda orang baik tapi ketika partner anda hary tanoe sebuah KEHORMATAN untuk tidak memilih anda di pilpres 2014;1;0;0;1;0
"Berani Bermimpi  Berani Berfikir  Berani Bertindak .. #ARB""";0;1;0;0;0
@mas_bho dri awal juga gw gk pernah simpatik ama jokowi. Doi cuman tipe yg nyia-nyiain amanah. Solo belon kelar ude ke Jkt;1;1;0;0;0
"Berani berminmpi berani melangkah#ARB""";0;1;0;0;0
"Oya pak @iskan_dahlan sekalian aja mentri2nya impor juga toh presiden - mentri lokal 2009-2014 juga tidak ada becus semua kerjanya""";0;1;0;0;0
"RT @JackTheAgnostic: Oya pak @iskan_dahlan sekalian aja mentri2nya impor juga toh presiden - mentri lokal 2009-2014 juga tidak ada becus s?â€ºÆ’?Âª??""";0;1;0;0;0
"Antusias menunggu sampe selesai. MRTnya lewat depan kantor soalnya Pak :) RT @jokowi_do2 Selamat berkarya mari lakukan perubahan.""";0;1;0;0;0
"Ujar ARB : berani bermimpi berani melangkah RT ""@thata_lita: Apa aku akan berhasil meraih impianku /?â€ºÆ’???Ã¿""";0;1;0;0;0
"Serius dong pak @jokowi_do2 stadion bmw aja Molor ""@WartaKota: Jakmania Minta Pemprov Aktif Sokong Persija: Jakmania mendesak""";0;1;0;0;0
Mungkin klo pak jokowi maju sbg capres 2014 pasti antusias masyarakat akan kenegaraan akan meningkat. Dilihat dr capres2 lain bikin males ya;1;0;0;0;0
Duet Pamono Edhie Wibowo-Hatta Rajasa Bagus dan... http://t.co/lH6P6bZv44 #amien_rais #Fokus_Isu #hatta #Pramono_Edhie_Wibowo #SBY;1;0;0;0;0
"Saya dukung anda pak @wiranto1947 @Hary_Tanoe menjadi presiden! Kita butuh pemimpin yang adiltegas jujur bijaksana!! Untuk memimpin bangsa""";1;0;0;1;0
ARB Presiden Ideal Indonesia 2014 http://t.co/vyMtsgMvDy via @kompasiana cc: @IndraJPiliang;0;1;0;0;0
"Dukung!!! ""@wiranto1947: Terima kasih atas dukungannya Insya Allah saya amanah nanti untuk menjaganya @HPeniyud @Hary_Tanoe""""""";1;0;0;1;0
"ARB Presiden Ideal Indonesia 2014 http://t.co/8BJvYh2oOE @Sahabat_ARB2014 @sahabatical @nurkholim""";0;1;0;0;0
ARB Presiden ideal 2014~http://t.co/XjZRFnE26l;0;1;0;0;0
Jokowi sudah berhasil .   namun perkerjaanya tidak mudah jadi bersabarlah dan bantu beliau dalam menjalankan tugasnya dengan mematuhinya oke;0;1;0;0;0
Berani berfikir ! Berani bermimpi ! Berani bertindak ! *ARB*;0;1;0;0;0
"wiranto1947 SalamYth.Bpk Wiranto ada kiyai Jatim memerlukan. Dana untuk pembebasan tanah pesantren -+10 hektarapa bisa bantu seikhlasnya?""";0;1;0;0;0
@tribunnews yang penting komitmen itu aja jabatan itu amanah. Jangan dibikin salah kaprah ok pak jokowi. Salam blusukan ya pak jokowi;1;1;0;0;0
Viva @jokowi_do2 viva jokowi pimpin DKI jujur adil dan pake hati viva jokowi;1;0;0;0;0
Betul sekali Mbak @NissRengganis. Pemimpin hrs berani. Alhamdulillah @Prabowo08 sdh membuktikan dgn aktif membantu proses hukum Wilfrida;0;1;0;0;0
"BERANI BERMIMPI .. BERANI MELANGKAH .#PesanARB #SMKBISA!!!ARB  Motivasi untuk Anak Indonesia - YouTube: http://t.co/t6QZxgbBgq via @youtube""";0;1;0;0;0
Baru kali ini setahunan kepemimpinan kepala daerah dibuat perayaan,masyarakat pun  antusias. *Setahunan Jokowi-Ahok;0;0;0;0;0
"Setahun Jokowi - Ahok di @Metro_TV  keinget peristiwa di lapangan Banteng. Dmna rakyat berkumpul dgn antusias untk melihat pemimpin mereka.""";0;1;0;0;0
@iskan_dahlan pak. Klo menang konvesi dmorat. Pilih wkil yang ahli hukum tata negara n bersih (p.mahfud). Koruptor harus dibasmi..;1;0;0;0;0
"Semoga Pak @jokowi_do2  @basuki_btp  selalu dilindungi Tuhan diberi kemampuan  amanah dlm menjalankan tgs kewajibannya 4thn ke depan.""";1;0;0;0;0
Smg Jokowi-Ahok diberi kesehatan dan istiqomah dlm mengemban amanah dr warga DKI..aamiin.;1;0;0;0;0
"Pak Jokowi Ahok sosok pemimpin yg Bekerja secara Konkret Responsif Amanah bekerja secara target yang jelas Dekat dengan Rakyat Kecil!!""";1;0;0;0;0
"Tidak ada yang tidak bisa kita capai jika kita ""Berani"". Berani berpikir berani bermimpi berani bertindak -ARB-""";0;0;0;0;0
Antusias warga Jakarta berdialog dengan jokowi ahok nih ada 5000 orang tertib di pelataran Monas http://t.co/OtJ3rDGx5p;0;0;0;0;0
Itulah Jokowi buktikan sbagai pemimpin yang amanah tanpa banyak bicara tapi banyak kerja RT@rimanews: Rizal Ramli Menghargai dan Menduk;1;0;0;0;0
"Jokowi Ahok sama2 tegas bertanggungjawab. semoga akan terus amanah ya (y)""";1;1;0;0;0
ARB adalah salah satu entrepreneur terkemuka di Indonesia yang percaya pada kekuatan inovasi sebagai kunci kesuksesan #Arb;1;0;0;0;0
"Senengnya nonton Jokowi-Ahok Setahun terjadi interaksi antara masyarakat dgn pemegang amanah masyarakat Jakarta.""";1;0;0;0;0
"swaraunibfm yg pertama rendah hatisifat terbuka untk dikritik jujur adil  bertanggung jawab  bisa jadi panuttan ! jokowi yuk marii""";1;0;0;0;0
"Prabowo08 hampir semua ulama maupun orang yang ngerti yang saya datangi ngomong demikian jadi ini amanah yang harus saya sampaika ke Bapak""";1;0;0;0;0
"ARB pemimpin kita semua baik hatinya ramah orangnya pemimpin yg mengerti rakyat masa depan ser ser di tangan kita!""";1;0;0;0;0
"Semoga tetap Amanah :) RT @dzahra27: Analisa Bang @Kurawa ""SETAHUN PERTAMA JOKOWI - AHOK"" http://t.co/82Fo6689DF";1;0;0;0;0
Berani bermimpi baru berani melangkah #ARB;0;0;0;0;0
Sikap tegas yang diterapkan Gubernur DKI Jakarta Joko Widodo dan  wakilnya Basuki Tjahaja Purnama r... http://t.co/KQl662XmLv #SINDOnews;0;1;0;0;0
Mau nyapres pantes sok alim :p LOL RT @temponewsroom: Nasional - Dahlan Iskan Deklarasikan Pendukungnya di Yogya http://t.co/DWcrb7NXdh;1;0;0;0;0
"Listrik msh byar prett  gmn bs dahlan iskan mau maju jd presiden dikasi amanah mngelola listrik negara saja msh blm becus !!""";0;1;0;0;0
"Aamiin @Prabowo08 ""@DoaIndah: ""Ya Allah Ya Rabbi. Hadirkanlah kepada kami pemimpin jujur amanah dan yang menyayangi kami.""""""""""";1;0;0;0;0
"Generasi ARB ya RT @RidhoBochor: berani bermimpi berani berfikir dan berani melangkah""";0;0;0;0;0
"RT @arienBelanjaBkz: Di Anggap GAGAL JOKOWI-AHOK Undang Warga ke MONAS  http://t.co/Rai0haosV1""";0;1;0;0;0
Kinerja jokowi ahok di nilai baik oleh rakyat ibu kota.tapi cacian juga ber tubi tubi. Semoga ALLAH melindungi mereka berdua sampai 5 thn.;0;1;0;0;0
@RenataHigurashi dihh aku kan berusaha nenangin kmu sprti jokowi yg baik sm warganya jga.. :);1;0;0;0;0
@jokowi_do2 bapak orang baik kan.. bagi saya duit pak.;1;0;0;0;0
"Waduuhsy merasa blum baik...jgn dijadikan tladan.""""@cenoldoank: termotivasi oleh bapak @Jokowi_ID Bagi saya kritik itu sebagai suatu koreksi""";1;0;0;0;0
"Jokowi_ID sungguh kagum kepada bapak orangnya bijak sana dan rendah hati bapak adalah capres yg baik selamat beristirahat pak :)""";1;0;0;0;0
@datuakrajoangek @jokowi_do2 jalan perubahan menuju yang lebih baik;0;1;0;0;0
Konsep Ulul Albab yakni manusia yg cerdas otaknya (berpikir) & mulia hatinya (berdzikir). #M.Mahfud MD;1;0;0;0;0
"Doa hari ini: berikanlah kami pemimpin yg bersih minimal yg spt @jokowi_do2 dan @basuki_btp. Kalo bisa yg lebih baik amin.""";0;1;0;0;0
semoga Bapak @mohmahfudmd tetap amanah karena setiap koruptor pasti mengatakan demikian :).;1;0;0;0;0
@detikcom jgn pilih ARB di pilpres nanti alias ICHAL BAKRIE;0;0;0;1;0
@mohmahfudmd prof. Jd mau nyapres?? Mudah2an amanah ya;1;0;0;0;0
"aburizalbakrie politik dinasti baik buat partai.statemen""KATROK"" !korupsi marakbisnis di monopoli.#gabakaljadiRI1bossdi2014""";1;0;0;0;0
"Kandidat Kuat Cawapres Ical: Jokowi Mahfud MD dan Pramono Edhie de.tk/A8o1h""";0;0;0;1;0
@TrioMacan2000 ya menurut saya pak @jokowi_do2 teruskan amanah sebagai gubernur dulu lah. Baru menjajaki amanah yg lain.. :);1;0;0;0;0
"Saya lebih suka kalau @Prabowo08 pasangan dg @hnurwahid RT @Aji_Djiun: @Arif_RHaryono @guruhkhadafi bisa jadi bisa jadi :p""";0;1;0;0;0
 @4the_vision saya kagumi smua org2 yg baik apalagi yg bermanfaat bagi org byk mau siapapun itu termasuk @aburizalbakrie;0;0;0;0;0
"Benar Pak... cc @jokowi_do2 @Jokowi_ID ""@info_Jakarta Jakarta masih membutuhkan Jokowi dalam 4 tahun ke depan agar Jakarta jadi lebih baik""";0;1;0;0;0
@Prabowo08 Saya selalu medoakan Pak Prabowo kepilih menjadi presiden untuk indonesia yg lebih baik lgi;0;0;0;1;0
"Rakyat ingin  perubahan untuk Indonesia yang lebih baik  Jokowi Harus menjadi Presiden RI 2014 !! @jokowi_do2 http://t.co/GPTjOMGiaq""";0;0;0;1;0
gk kerasa ud setaun Jokowi-Ahok dn sdh emg ud bnyk prbhan baik d Jkrta. smg ke depannya makin sukses Pak @jokowi_do2 Pak @basuki_btp;0;1;0;0;0
Prabowo08 di tangan anda sya brharap indonesia menjadi lbh baik dri skrg;0;0;0;1;0
semoga Golkar lbh mampu menghdirkan kualitas demokrasi yg baik bagi negeri. @aburizalbakrie;0;1;0;0;0
"mohmahfudmd setuju setuju... Orang baik tanpa ambisi ya tidur sj""";1;0;0;0;0
Wiranto-Hary Tanoe Agresif sekali bung.;1;0;0;0;0
@Prabowo08 met mlm pak mju terus pak smga indonesia lbh baik pak;0;1;0;0;0
Selamat u/ bp @hattarajasa RT @VIVAnews: Pol-Tracking: Kinerja Menteri Agama dan Menko Ekonomi Paling Baik http://t.co/tcBbbnDetT;0;1;0;0;0
"RT @vivijkw: Rakyat ingin  perubahan untuk Indonesia yang lebih baik,  Jokowi Harus menjadi Presiden RI 2014 !! @jokowi_do2 http://t.co/GPT?â€ºÆ’?Âª??""";0;1;0;1;0
"Payah RT)republikaonline: Februari Mahfud MD Bakal 'Blak-Blakan' Soal Pencapresanrepublika.co.id/r/muyvvz""";0;1;0;0;0
"Payah RT @republikaonline: Februari Mahfud MD Bakal 'Blak-Blakan' Soal Pencapresanrepublika.co.id/r/muyvvz""";0;1;0;0;0
"mohmahfudmd -punya ambisi besar semangat tinggi dibarengi dengan moral dan akhlak yg baik.""";1;0;0;0;0
"S.Si)""Met malam pak@SBYudhoyono """"@Citradamayanti1: Jika pemimpin negara itu jujurbaikcerdas amanah niscaya rakyatnya akan makmur"""" cc:@Pak_JK""";1;0;0;0;0
"mohmahfudmd Indonesia butuh presiden yg tegas dan berintegritas berani membrantas korupsi dan tegas dlm penegakkan hukum.""";0;1;0;0;0
@mohmahfudmd betul pak..krn semua berasal dr nafsu alami manusia..dan itu tegantung niatnya mau dibawa dg yg baik ato yg buruk;0;0;0;0;0
@Pak_JK smoga pak JK sehat selalu dan smga Pak JK dapat memimpin negri ini setelah SBY. Dan mudah mudahan indonesia lebih baik lagi amin;0;1;0;0;0
@iskan_dahlan jam 1 pln mati di ftmwati...gak becus ente bro;0;1;0;0;0
Prabowo Subianto is the next president. Semoga beliau jujur dan amanah juga gemar memperhatikan rakyat. Amin;1;0;0;1;0
"Salam sejahtera utk Pak @wiranto1947 semoga Bapak selalu dikarunia kesehatan dan amal2 baik yg kontinyu amien salam kami dari #Banten""";1;0;0;0;0
@wiranto1947 salam sukses untuk Bapak dan keluarga besar Hanura.... salam perjuangan membawa Indonesia kearah yang lebih baik....;0;1;0;0;0
Masih ada Harapan di Badan nya @wiranto1947 untuk 2014 yang Lebih Baik.;1;0;0;0;0
@aburizalbakrie Sukses GOLKAR kemenangan ARB...buktikan GOLKAR bisa merubah segalanya menjadi legih baik.;0;1;0;0;0
Semakin banyak pihak yang berani bongkar korupsi @iskan_dahlan yang ditutupi2 media mainstream ! http://t.co/SS4xzfNKst;1;0;0;0;0
RT Pemimpin Merakyat @PDI_Perjuangan m.antaranews.com/berita/401380/ (Megawati Soekarnoputri Ajak Ribuan Buruh Makan Siang Bersama);0;0;1;0;0
"erwandukat @SBYudhoyono @iskan_dahlan Iya Pak Dahlan Iskan sering ngambil keputusan2 berani n selalu diserang. Kalo ada SK mgkn aman ya""";0;1;0;0;0
"Smoga @Prabowo08.:PRESIDEN 2014 Tegas Percaya Diri jadikan Nusantara ber agamisharmonis  mutualis dlm segala hal.amin.Aku lah pendukungmu""";1;0;0;0;0
"Dukung gaya pemimpin muda spt @tri_rismaharani @jokowi_do2 @basuki_btp @ridwankamil @ganjarpranowo @BimaAryaS M. Kholiq Arif dll. Get used.""";1;0;0;0;0
"aburizalbakrie pemimpin yg amanah yah bang yg mengedepankan kepentingan rakyat semoga menjadi RI 1""";1;0;0;0;0
"aburizalbakrie betul bang pempin yg baik bs pimpn dirinyakluarganya lingknganya dan masyarakatnya dilingkup negara dan dunia seisinya""";0;1;0;0;0
"aburizalbakrie smoga beliyai bisa jadi pemimpin yg wibawa dan amanahsalam sehat pak ARB""";1;0;0;0;0
"RT @abdussakur19: @aburizalbakrie smoga beliyai bisa jadi pemimpin yg wibawa dan amanah salam sehat pak ARB""";1;0;0;0;0
"#BisnisIdol saya pak @iskan_dahlan  pengusaha yang berani turun ke lapangan untuk benar2 menganalisis permasalahan.:D @UCEO_ID""";0;1;0;0;0
Sisi baik @prabowo08 adalah berjiwa pengayom dan pelindung. Lindungi @triomacan2000 dan Herculles. @sakti_bara @triojilbab2000;1;0;0;0;0
"RT @danrem: Dukung gaya pemimpin muda spt @tri_rismaharani @jokowi_do2 @basuki_btp @ridwankamil @ganjarpranowo @BimaAryaS M. Kholiq Arif """;0;1;0;0;0
"mohmahfudmd @abangjayOK. Asal mbelanya juga gak waton mbela pak krn klo itu terjadi kadang2 ADIL yg menjadi dsrnya hukum gak tercapai""";0;0;0;0;0
"Semoga baik""@nanang99: @ondarnis @Lilywahid @Gus_Sholah @wiranto1947 budaya silaturahmi insya Allah menambah sahabat panjangkan  @lilywahid""""""";0;1;0;0;0
"mohmahfudmd @RizalAo59 Setuju pak jadilah pemimpin yang amanah dan bisa dipercaya.""";1;0;0;0;0
Sy selalu support Pak @jokowi_do2 , @basuki_btp di media sosial RT @JokowiAhok: Jokowi Aktif Pantau Media Sosial http://t.co/I6ir48y8GN;0;1;0;0;0
 @PDI_Perjuangan @republikaonline @jokowi_do2 : Slamat ats penghargaan Sosmed yg hakekatnya mau dengar bersapa dgn masyarakat u/ ttp amanah;0;1;0;0;0
iskan_dahlan bapak baik bgt yaaaa bener2 kaya yg saya bayangin ;1;0;0;0;0
"JBKaskus : di sini sisi baik yg tdk di miliki oleh pemimpin yg lain..jujurterbuka berani bertanggung jawab..maju @jokowi_do2 @basuki_btp""";1;0;0;0;0
"jokorsw @jokowi_do2 @basuki_btp semangatnya udah jauh turun dibanding saat kampanye warga yg aktif diperlukan sebetulnya""";0;1;0;0;0
Cadaas pak.Semangat utk Indonesia yg lebih baik :D RT@hattarajasa: Kita tdk blh goyah dan gamang terhitung januari 2014 kita hentikan ekspor;0;1;0;0;0
"Semoga pak Jokowi dapat berkoordinasi dengan baik beliau""@Sarah_Pnd: @jokowi_do2 sudah lewat satgas perlindungan anak.. @ihsanpeksoskpai""""""";0;1;0;0;0
"jokowi_do2 sekedar suara rakyat pastikan Bapak tuntaskan amanah sebagai DKI 1 Soal capres kalau takdir tak akan kemana tak harus 2014""";0;1;0;0;0
Prabowo08 rakyat jg lg bingung pak siapa yg bisa ngelola kekayaan negara ini;0;1;0;0;0
@Prabowo08 #Murphy_hutagalung @HWM268 @ArionMH @Pirton_H @Gerindra Insyaallah orang yg amanah memperjuangkan rakyat http://t.co/tJ2gSMWDLp;1;0;0;0;0
"Gerindra harus menang tanggungjawab @Prabowo08 presiden (Berwibawa adil tegas peduli NKRI? Harga Mati !  @FaktaPrabowo @UnitedBTM""";1;0;0;0;0
"selamat pagi pak @iskan_dahlan  pak @Yusrilihza_Mhd pak @Jokowi_ID pak @wiranto1947 """" terus berjuang utk Indonesia yg Lebih Baik Lagi """"""";0;1;0;0;0
" Klo @jokowi_do2 aja blm dianggap prestasinya apalagi si Ruhut si Nurhayati ? Cape dech...http://t.co/5T3Tf8CCOb""";0;1;0;0;0
"mohmahfudmd  kembali sy tegaskan rakyat Indonesia yg BAIK butuh kepemimpinan anda  yang jahat pasti tak suka. Mana yg lebih banyak ?""";0;1;0;0;0
@mohmahfudmd @Afrialsyarlee menurut sy politisi adalah tanganya rakyat indonesia bersikap utk memperjuakan negara ini menjadi baik. gimana?;0;1;0;0;0
@ronnie_rusli @jokowi_do2 PRJ kemayoran? kok malah bikin tandingan PRJ monas? artinya gak berani nyolek yg gede.;0;1;0;0;0
@jokowi_do2 @basuki_btp : Tetap semangat pak gubernur dan wakilnya untuk membenahi jakarta..!! semoga jakarta bisa menjadi yang lebih baik..;0;1;0;0;0
@Golkar5 @aburizalbakrie Sukses Selalu Buat Golkar. semoga menjadiharapan bangsa ini. dan membawa Indonesia ke arah yang lebih baik.;0;1;0;0;0
RT @d_deswan: @Golkar5 @aburizalbakrie Sukses Selalu Buat Golkar. semoga menjadiharapan bangsa ini. dan membawa Indonesia ke arah yang lebi?â€ºÆ’?Âª??;0;1;0;0;0
Dengn kinerja yg ssangat baik saya mendukung penuh pak @jokowi menjadi pemimpin masa depan Indonesia;0;0;0;1;0
"Dari semua capres dan pemimpin publik di Indonesia saat ini cuma @jokowi_do2  @ahok yang baik dibandingkan yg lain. @debley11 @wakadol2012""";1;0;0;0;0
@debley11 @wakadol2012 @asmadayoel @kalamanaya @Lekoons @jaripeduli @jokowi_do2 @KPK_RI lebih baik ente banyak belajar spy nalarnya bagus;0;1;0;0;0
"Para pahlawan dimasa lalu telah melaksanakan peran mereka sekarang tugas  untuk melanjutkannya dengan lebih baik lagi-@aburizalbakrie #SKPG""";0;1;0;0;0
"jokowi_do2 terima kasih atas kebijakannya melarang Topeng Monyet. Hati anda memang sangat baik. Tambah salut padamu http://t.co/bRnTOzl8Zx""";0;1;0;0;0
"fahiraidris @Firdaus_Djalal pernah saya tuits pak @mohmahfudmd sistem ini baik yg dipilih maupun yg milih  BELUM SIAP!""";0;1;0;0;0
"Mudah2an Pak @jokowi_do2  benar2 mjd contoh pejabat yg jujur tegas dan amanah amiiiiin...""";1;0;0;0;0
 @jokowi_do2 Ayo Pak JokoWi Buat jakarta lebih baik 2014 Nanti - GodBless  GoodLuck Pak JokoWii;0;1;0;0;0
"Semangat yaa pak untuk kemajuan indonesia agar lebih baik dari sekarang buatlah indonesia maju  @aburizalbakrie @PengembaraanARB """;0;1;0;0;0
"RT @resstyAF: Semangat yaa pak untuk kemajuan indonesia agar lebih baik dari sekarang buatlah indonesia maju  @aburizalbakrie @Pengembara""";0;1;0;0;0
@fadlizon @pesatnews @Gerindra @Prabowo08 DPT pemilu 2014 lebih parah dibandingkan dgn 2009 disebabkan proyek mendagri yg tidak becus. Ada?;0;1;0;0;0
@Sarah_Pnd @jokowi_do2 mudah2an jurus ampuh klu diterapkan konsisten bu n melibatkan semua pihak;1;0;0;0;0
@fadlizon @Gerindra @Prabowo08 mendagri yang tidak becus dalam pelaksanaan proyek KTP yg hanya menghabiskan anggaran saja.. ini ada apa???;0;1;0;0;0
RT @ihsanpeksoskpai: @Sarah_Pnd @jokowi_do2 mudah2an jurus ampuh klu diterapkan konsisten bu n melibatkan semua pihak;0;1;0;0;0
@tribunnews @gerindra @prabowo08 ..Rakyat ingin capres amanah..NKRI tetap utuh bukan milik partai..;1;0;0;0;0
@Prabowo08 sya dukung bapak untuk menjadi RI 1 program baik dan masuk diakal semoga Sukses selalu;0;0;0;1;0
@aburizalbakrie @DPP_KNPI semoga bisa jadi pemimpin yg baik ya pak :);0;1;0;0;0
"Prabowo08 sy jd inget anda menyatakan lbh baik membuang gabah drpd membuang beras... Salut jendral sukses slalu.""";0;1;0;0;0
"Prabowo08 birokrasi pndidikan yg diharapkan dpt berpran vital reformis dinamis aspiratif terbuka dan bersifat mengayomi kok terkesan sulit""";0;1;0;0;0
"assalamuallaikum @Prabowo08 saya sbnarnya mengharapkan bpk utk mnjdi seorang presiden krna saya prcaya bpk bs membangun bgsa lebi baik aamin""";0;1;0;0;0
@prabowo08 Kuncinya bersatu harmonis sesama partai biar rakyat memilih capres yg amanah..tegas..tdk korup partainya;1;0;0;0;0
"Saya yakin Jkt kalau dipimpin oleh pak @jokowi_do2 5 thn kedepan akan jauh lebih baik krn sdh bnyk terbukti melalui gagasan yg pro rakyat.""";0;1;0;0;0
"Prabowo08 salam hormat Pak Prabowo saya simpatik sekali sama bpak yg berani tegas dekat dg rakyat.""";0;1;0;0;0
"Prabowo08 malam pak prabowo mudah-mudahan jadi pemimpin yang amanah.""";1;0;0;0;0
@mamaz_arif sosok yg cerdas siapa? @jokowi_do2 udah memenuhi syarat kok. Selain cerdas merakyat jg.;0;1;0;0;0
"RT @jokowi_do2: memilih pemimpin adl bagian dr tanggung jawab dan yg terpilih harus menjalankan amanah. selamat istirahat akhir pekan.""";0;1;0;0;0
@jokowi_do2 iya pak smga sehat selalu menjalankan amanah rakyat;0;1;0;0;0
"Antusias masyarakat jakarta begitu besar Tp moda transportasi blm mencukupi. @jokowi_do2 http://t.co/RnKQ8EsoQO http://t.co/LwN2BgclOU""";0;1;0;0;0
"liputan6dotcom Suatu sikap yg bijak pak @Prabowo08 Seorang pemimpin itu harus bijak dan adil.""";0;1;0;0;0
@Prabowo08 Saya menantikan tahun 2014 apakah Pak Prabowo menjadi Presiden dan membuat NKRI menjadi berdaulat adil dan makmur;0;1;0;0;0
@MahfudMD_Info @mohmahfudmd Sy hrp Bpk lupa bkn bohong bhw M. Alim desenting opinion dlm pts 138/2009. Jd bkn hny Bpk yg tdk setuju.;1;0;0;0;0
"Prabowo08 butuh berapa duit kalo itu bener mau d realisasikan pak. Tapi idenya sangat bagus slama kepala desanya bsa amanah.""";1;0;0;0;0
"Prabowo08 Pak kl nanti Insyaallah bapak terpilih jadi Presiden saya mohon jadi Presiden yg amanah jangan korupsi  cinta rakyat""";1;0;0;0;0
@Prabowo08 @Gerindra saya setuju kalau emang bijak Dan adil harus di pertahankan;0;1;0;0;0
@Prabowo08 saya percaya siapa pun peminpin nya harus bisa mengemban amanah rakyat..semoga anda bung..;1;0;0;0;0
"RT @sapirabela: @Prabowo08 @Ignastherry : #ahok bkn hanya aset gerindra tpi aset bangsa sulit dpt pemimpin amanah bpk tunjukan melalui seo?""";1;0;0;0;0
@jokowi_do2  semoga terus amanah pak;1;0;0;0;0
"HelmiHelmimoze @MPI_Community @KPK_RI @Pak_JK @rimanews 1000% adil tegas jujur hanya didapat di hari akhir setelah nyawa berpisah dgn badan""";1;0;0;0;0
@mohmahfudmd menurut saya klo berlaku adil dan jujur sdh pasti hatinya berzikir krn AllahuSamiul alim;1;0;0;0;0
 @zakirrasyidin @mohmahfudmd : justru negara perlu negarawan seperti beliau...yg Insyaallah slalu pegang amanah dari rakyat.;1;0;0;0;0
@MJJumadi @mohmahfudmd Semoga Amanah bukan Ahmad Fathanah;1;0;0;0;0
@triomacan2000 @ratu_adil ayo kita buat rakyat melek thdp dosa @Prabowo08 http://t.co/QURg2S3mFZ;0;0;0;0;0
@Gerindra @rusmana167 @Prabowo08 adili dulu dosa-dosa prabowo!! @TrioMacan2000 @ratu_adil;1;0;0;0;0
"aburizalbakrie pemimpin yang bisa memimpin iNdonesia adalah pemimpin yang adiL tegas mengerti rakyat...(Y)""";0;1;0;0;0
@Prabowo08 dan adil seadil adilnya itu harapan rakyat;1;0;0;0;0
"Prabowo08 hasilnya baik Berakhlaqul Karimah moga Indonesia bisa Maju Adil Makmur Sejahtera Rukun....""";1;0;0;0;0
"RT @BasriKomar: kekejaman pelanggaran HAM  sikap diktator KKN semua itu membuat @prabowo08 sbg duplikatnya Suharto. @ratu_adil @TrioMaca""";1;0;0;0;0
Jika prabowo dlm memimpin partai saja tidak becus bagaimana bisa menjadi presiden yg bagus?;0;1;0;0;0
"Punya kekayaan segitu udah diumbar2 aburizal bakrie ge teu sombong hem""";1;0;0;0;0
"prabowo08 Cerdas dlm berfikir luas dlm berwawasan adil bijaksana jujur. Pak prabowo sdh tepat mengambil sikap.""";0;1;0;0;0
"mohmahfudmd tp sebagian besar pemimpin kita muslim tp tdk amanah klo amanah sdh makmur rakyatnya prof""";1;0;0;0;0
"Jangan Monyet aja dirazia dong Pecun kita tau mangkal dimana aja kgk d razia Ga adil banget @jokowi_do2""";0;1;0;0;0
@jokowi_do2 ditambah sikap jujur dan amanah rasanya lebih klop. bulan begitu pak!;1;0;0;0;0
Pak @Pak_JK sma pak @mohmahfudmd pemimpin yg akan memprioritaskan kesejahteraan rakyat sama pemberantasan korupsi. Pengusaha dan ahli hukum;0;1;0;0;0
1. Yang saya ketahui tentang @Pak_JK adalah kemampuan leadershipnya lebih baik dibanding Capres2 lainnya #Double_JacK;0;1;0;0;0
