content;integritas;kapabilitas;empati;akseptabilitas;kontinuitas;;;;
Kasus korupsi menyandera Golkar.Hal itu diakui Ketua DPP Partai Golkar.Sehingga menyebabkan partai pimpinan Aburizal Bakrie itu kian mlorot.;0;-1;-1;-1;-1;;;;
@jadi11 mahfud md ngurus mk aja ga becus apalagi gurus negara!!;-1;0;-1;-1;-1;;;;
"ganiayumumpuni ah elah ni no goblok gan gua diemin tpi tlp trus mungkin fans club ARB haha""";-1;-1;-1;-1;-1;;;;
"Pak mahfud MD orang yg adil dn bersih cocok untuk mnjadi menteri tp kl bt jadi presiden?""";1;-1;-1;-1;-1;;;;
"Ampuh!!RT @kompascom: Putuskan Rantai Nepotisme Lelang Jabatan ala Jokowi Jawabannya http://t.co/HJfmJLRA9b http://t.co/vhBf2XmNbS""";-1;1;-1;-1;-1;;;;
"Iya burung macan dan citra amoral abis """"@badri_sunaryo: ada....lu lu smoa...@burunghantu1913 @TrioMacan2000 @Citradamayanti1 @iskan_dahlan""""""";-1;-1;-1;-1;-1;;;;
@aburizalbakrie semangat pak ARB semoga menjadi presiden yang amanah dan dapat mengentaskan pengangguran dinegeri tercinta kita ini;-1;1;-1;-1;-1;;;;
"Kasus korupsi kader Golkar pengaruhi citra IcalJakarta : Badai korupsi yang melanda para elit Partai Golkar... http://t.co/cQanakPEwy""";0;-1;-1;-1;-1;;;;
"Woi woi woii... Nyntaaaaiiii...""@SeptynAde: Brengswk pln anjing dahlan iskan bangsat""";0;-1;-1;-1;-1;;;;
"Ternyata yg dibilang ical it hanya bohong --""";-1;-1;-1;-1;-1;;;;
Iklan ARB yg coba kasih motivasi siswa-siswi SMK itu BODOH ya @IndraJPiliang #Batam #RoadshowARB;-1;0;-1;-1;-1;;;;
ABURIZAL BAKRIE BANGSAT!! Ojok sampe dadi presiden!;0;-1;-1;-1;-1;;;;
@iskan_dahlan malam bapak . Semoga selalu sehat dan menjadi abdi negara yang baik  . God bless you sir .;1;-1;-1;-1;-1;;;;
Ribuan Petani Antusias Sambut Dahlan Iskan di Kubang http://t.co/vDpqizfNhb;1;-1;-1;-1;-1;;;;
"ARB AR Bangsat mulai numpang tenar pasang2 spanduk dukung garuda muda.""";-1;0;-1;-1;-1;;;;
"ARB cara penyampaiannya terlihat santai  bijaksana ginilah cara merayu  mempercai rakyat tp liat hasilnya nanti aja..""";-1;1;-1;-1;-1;;;;
"Kalau Hatta Rajasa terlibat kasus korupsi maka pak @SBYudhoyono jg akan mengatakan tdk kenal dgn do'i @IndraJPiliang @fadjroeL #iyakali""";0;-1;-1;-1;-1;;;;
perkataan yang sangat arif @iskan_dahlan http://t.co/gXDVee4sSh;1;-1;-1;-1;-1;;;;
Nyelesain kasus lapindonya saja belum becus kok mau nyalon presiden - terus masalah2 indonesia mau gimana ? Bisa terselesaikan ? ARB;-1;0;-1;-1;-1;;;;
"Pilih ARB ""@DerryEXEIII: terlalu banyak partai klo mo milih capres 2014 jd bikin makin bingung terlalu bnyk angka2 dlm partai2 itu""";-1;-1;-1;1;-1;;;;
"@aditrafianto jusuf kalla berkata ""lebih cepat lebih baik""";-1;1;-1;-1;-1;;;;
sebodoh bodohnya orang lebih bodoh lagi orang yg milih ARB jadi presiden 2014!!!;0;-1;-1;-1;-1;;;;
"wiranto1947 mdh2n bp akan n ttp bs trus amanah istiqomah rakyat indonesia mnanti kinerja yg amanah""";1;-1;-1;-1;-1;;;;
"Jakarta Night Religious Festival pak @jokowi_do2 dan pak @basuki_btp  lebih religius ketimbang pak kumis yg ahli jkt itu #ups""";1;-1;-1;-1;-1;;;;
") @TrioMacan2000""Kalo sy tdk antusias dgn kepopuleran Dahlan Iskan krn feeling analisa karakter stiap kmunculannya srasa testimoni iklan ";0;-1;-1;-1;-1;;;;
"Tdk jujur ? ""@Beritasatu: Surya Paloh: 95% Pejabat Publik Laporkan Kekayaan Fiktif http://t.co/5clIa0HOdw"" @Surya_Paloh";0;-1;-1;-1;-1;;;;
"TrioMacan2000 sdh saatnya pemimpin tua produk orba disingkirkan. Jgn pilih sby arb wiranto prabowo dll produk orba""";0;-1;-1;0;-1;;;;
"Berani bermimpi berani melangkah- Aburizal Bakrie""";1;-1;-1;-1;-1;;;;
"RT @Pak_JK: Kalau wanita ikut aktif dlm pembangunan Maka Indonesia seperti motor dua silinder lebih kencang melaju dan lebih reliable.""";-1;1;-1;-1;-1;;;;
"Klu jokowi cuek  ""@meinaddicted: Wiranto n Arb sosok yg ambisius jdi presiden kok jadi inget Amien Rais klo liat orang2 ambisius....#jijik""""""";0;-1;-1;-1;-1;;;;
Berani bermimpi. Berani melangkah. Berani bertindak -Aburizal Bakrie;-1;1;-1;-1;-1;;;;
"pienip 1st year pak @jokowi_do2 dan @basuki_btp sukses selalu tuk bangun jakarta yang adil dan makmur""";-1;1;-1;-1;-1;;;;
"mohmahfudmd saya jg dukung pak insyaAllah amanah.""";-1;-1;-1;1;-1;;;;
"mohmahfudmd @JHasri Kalo Koruptor gimana? Khan """"Lupa"""" pada Sumpah Jabatan dan Kedudukan sbg Amanah. Hehehem # LupaDiri #""";0;-1;-1;-1;-1;;;;
"jokowi_do2 Blusukan Ke Lenteng Agung Warga Menyambut Antusias #jokowi http://t.co/H1JZA6qrJs""";-1;1;-1;-1;-1;;;;
"ARB di tvone WINHATI di MNCTV mendominasi kaami rakyat bosan dan muak lihatx.... 10.000% TIDAK akan terpilih... Masyarakat sdh cerdas..""";-1;0;-1;0;-1;;;;
"RT @phanphann: ""@detikcom: Program-program Jokowi Belum Memuaskan Warga http://t.co/1RxVHIiZuR via @detik_tv"" bawel dah";-1;0;-1;-1;-1;;;;
"nirzaq Alasan kenapa unda aktif di twitter karena disini tenang tapi udh banyak yg bego :/ Kemaren aja habis dirusuh anak buah Wiranto.""";-1;-1;-1;-1;-1;;;;
"iskan_dahlan akunnya uda ga aktif mas dia lg banyak mencari pencitraan.. @alvinpermady: Cc ke dahlan iskan juga donk mas @pln_123""";0;-1;-1;-1;-1;;;;
"saya yakin bapak seseorang yang bijaksana adil dan bermartabat baik. semangat pak .. saya yakin bapak jadi presiden @Prabowo08""";1;-1;-1;1;-1;;;;
"Berani berfikir berani bermimpi berani bertindak"" ~ Aburizal Bakrie";-1;1;-1;-1;-1;;;;
@Prabowo08 saya ingin sekali memenangkan gerindra di kota saya dan aktif di gerindra tuk belajar ke masa depan pak;-1;1;-1;-1;-1;;;;
"liputan6dotcom ditengah krisisnya pemimpin yang adil dan tulus tiba-tiba pak @jokowi_do2  dan pak @basuki_btp  muncull Tuhan masih sayang""";1;-1;-1;-1;-1;;;;
RT @TrioMacan2000: Harusnya rakyat ini berterima kasih sama dahlan iskan. Akibat janji2 ngasponya itu kita sempat nikmati bahagia karena sd?â€ºÆ’?Âª??;-1;1;-1;-1;-1;;;;
berani bermimpi berani melangkah. -aburizal bakrie..;-1;1;-1;-1;-1;;;;
"wiranto1947 jngan jual suara anda tp berikan saja kpd org yg anda anggap mampu pimpin indonesia lbih baik @notaslimboy""";-1;1;-1;-1;-1;;;;
"Jokowi ngapusi Setahun pemerintahan jokowi ahok menuai pujian dan kritikan...kritikan dtg dr ahli tata kota bhw perubahan d jakarta b...""";-1;0;-1;-1;-1;;;;
"""Berani bermimpi. Berani melangkah"" - Aburizal Bakrie";-1;1;-1;-1;-1;;;;
"Kalo Pinokio bohong hidungnya panjang ya kayaknya kalo ARB yang bohong dagunya panjang deh..""";0;-1;-1;-1;-1;;;;
"Berbuat baik baik berbuat jaga amanah amanah dijaga jangan banyak bicara namun banyak bekerja @KPK_RI @SBYudhoyono @mohmahfudmd @MK_RI""";1;-1;-1;-1;-1;;;;
"Mnding sk ngupil drpd sk nyuri dan sok alim @SiPitung64: nih @jokowi_do2 GUBERNUR BLOON yg suka ngupil.. @lucu_anak http://t.co/hao5u4dwHc""";0;-1;-1;-1;-1;;;;
"PartaiHANURA @wiranto1947 yg utama Hatinya tulus berahklak baik.""";1;-1;-1;-1;-1;;;;
"Berani bermimpi  Berani melangkah  Berani bertindak ! (Aburizal bakrie-SMK Bisa) (y)""";-1;1;-1;-1;-1;;;;
"Bnar skali kata Prof Mahfud MDmmg koruptor komplit dri smua kalangan krn Org baik krn moral baikorg brmoral akn malu jika brbuat salah.""";1;-1;-1;-1;-1;;;;
@mohmahfudmd yg penting smuanya bisa memegang kepercayaan dan teguh menjalankan amanah;1;-1;-1;-1;-1;;;;
"""@despar54:ICAL Bentuk Komunis dg bungkus Kapitalis &amp; rasa Demokratis bumbu masa lalu @masbedjo @wibag @Windy146 @PANASDINGIN13l @jadulfe78""";0;-1;-1;-1;-1;;;;
"mohmahfudmd niatkan diri untuk menjadi pemimpin yg amanah bijak sana dan dapat dipercaya prof...""";1;-1;-1;-1;-1;;;;
"inawhite @Prabowo08 berjuang untuk indonesia yg lebih baik .adilmandiri dan berdaulat:-)""";1;-1;-1;-1;-1;;;;
"RT @ekokarno: Hanya kepada Bpk Prabowo Subiyanto&amp;Joko Widodo lah kami Rakyat kecil menggantungkan asa tuk menjalani kehidupan yg lebih baik?â€ºÆ’?Âª??";-1;1;-1;-1;-1;;;;
Sutiyoso Puji Kinerja Jokowi-Ahok dalam Setahun Ini: Kepemimpinan Provinsi DKI Jakarta di bawah Joko Widodo (J... http://t.co/gBGfBaH3Dy;-1;1;-1;-1;-1;;;;
"HBD Mr Prabowo Subianto sukses selalu semggo ALLAH swt melindungi Bapk dalm segala aktfits. Amin""";-1;-1;-1;-1;-1;;;;
"Seperti kata Aburizal Bakrie : jika mau sukses harus berani bermimpi dan berani melangkah !!""";-1;1;-1;-1;-1;;;;
"Selamat ulah tahun bapak Prabowo Subianto semoga panjang umur &amp; selalu sehat agar jadi RI-1 spaya NKRI jadi  Macan Asia tahun 2014. Amiiin";-1;-1;-1;-1;-1;;;;
HBD ketum HKTI Prabowo Subianto semoga sehat n sukses selalu(17/10/1951-2013) dari ketua DPD HKTI LAMPUNG @mirzadjausal cc @Prabowo08;-1;-1;-1;-1;-1;;;;
Harus berani bermimpi dan harus berani melangkah kata pak @aburizalbakrie;-1;1;-1;-1;-1;;;;
"berani bermimpi berani bertindak pasti bisa.  itu petuah @aburizalbakrie - politis tp sy setuju krn nilai positifnya tinggi buat generasi""";-1;1;-1;-1;-1;;;;
@RifkiPayobadar @rahmansaleh8 @iskan_dahlan Orang baik itu pasti ada yang dukung secara sukarela Kakak ...;1;-1;-1;-1;-1;;;;
"Happy Milad bpk. Prabowo Subianto semoga segala cita-cita dan niat baik bapak dikabulkan Alloh SWT. @Prabowo08 @Gerindra""";-1;-1;-1;-1;-1;;;;
"jackybarinto @asalim30 @SBYudhoyono @iskan_dahlan Semoga makin banyak rakyat mengerti. Kita sudah lebih baik dan krisispun sedang diatasi""";-1;1;-1;-1;-1;;;;
Kalau Pinokio bohong hidungnya panjang ya? kayaknya kalau ARB yang bohong dagunya panjang deh..;0;-1;-1;-1;-1;;;;
"Ini menurut kacamat gue bro ayolah bantu bpk @jokowi_do2 buat merubah DKI agar lebih baik kedepannya!!!""";-1;-1;-1;1;1;;;;
4. Kehidupan mndidik @iskan_dahlan kecil dgn keras. Baginya perih karena lapar a/ sahabat baik yg enggan pergi @IsiBuku_Dahlan #sepatudahlan;1;-1;-1;-1;-1;;;;
"Gerindra @RizkyWardhanaa @Prabowo08 salut unt Gerindra krn meski kcl tp tdk menukar amanah dgn jabatan dr parpol dominan/berkuasa""";-1;1;-1;-1;-1;;;;
"RT @ottosevenness: jody adi nugroho.. 11 12 sama dahlan iskan orgnya gokil hitam manise. baik suka gaje gitudeh..""";1;-1;-1;-1;-1;;;;
"Berani bermimpi berani melangkah. Melangkah utk membangun  merubah Indonesia jd lebih baik suara Golkar suara perubahan. @aburizalbakrie""";-1;1;-1;-1;-1;;;;
"Gerindra @Prabowo08 betul pak.. Harus dibutuhkan ahli Sejarahpak. Dalam kronologisnya agar kejadian tsb tdk terulang kembali. Thank you.""";-1;0;-1;-1;-1;;;;
"Kata pak @aburizalbakrie kita harus Berani berfikir berani bermimpi dan berani bertindak #ARB""";-1;1;-1;-1;-1;;;;
"Duh jadi pendengar yg baik dng skrg:D @Dianiajeng: @SekarSitaresmi aminn :) oh surya paloh disini maennya radio yng bukan tipi --""";-1;1;-1;-1;-1;;;;
"1. Marzuki Alie. Pas Idul Adha kmrn beliau meninjau langsung pelaksanaan haji di Arab Saudi. Make sure aja kalo semua berjalan baik""";-1;1;-1;-1;-1;;;;
Pak wiranto saya tau anda orang baik tapi ketika partner anda hary tanoe sebuah KEHORMATAN untuk tidak memilih anda di pilpres 2014;1;-1;-1;1;-1;;;;
"Berani Bermimpi  Berani Berfikir  Berani Bertindak .. #ARB""";-1;1;-1;-1;-1;;;;
@mas_bho dri awal juga gw gk pernah simpatik ama jokowi. Doi cuman tipe yg nyia-nyiain amanah. Solo belon kelar ude ke Jkt;0;0;-1;-1;-1;;;;
"Berani berminmpi berani melangkah#ARB""";-1;1;-1;-1;-1;;;;
"Oya pak @iskan_dahlan sekalian aja mentri2nya impor juga toh presiden - mentri lokal 2009-2014 juga tidak ada becus semua kerjanya""";-1;0;-1;-1;-1;;;;
"RT @JackTheAgnostic: Oya pak @iskan_dahlan sekalian aja mentri2nya impor juga toh presiden - mentri lokal 2009-2014 juga tidak ada becus s?â€ºÆ’?Âª??""";-1;0;-1;-1;-1;;;;
"Antusias menunggu sampe selesai. MRTnya lewat depan kantor soalnya Pak :) RT @jokowi_do2 Selamat berkarya mari lakukan perubahan.""";-1;1;-1;-1;-1;;;;
"Ujar ARB : berani bermimpi berani melangkah RT ""@thata_lita: Apa aku akan berhasil meraih impianku /?â€ºÆ’???Ã¿""";-1;1;-1;-1;-1;;;;
"Serius dong pak @jokowi_do2 stadion bmw aja Molor ""@WartaKota: Jakmania Minta Pemprov Aktif Sokong Persija: Jakmania mendesak""";-1;0;-1;-1;-1;;;;
Mungkin klo pak jokowi maju sbg capres 2014 pasti antusias masyarakat akan kenegaraan akan meningkat. Dilihat dr capres2 lain bikin males ya;1;-1;-1;-1;-1;;;;
Duet Pamono Edhie Wibowo-Hatta Rajasa Bagus dan... http://t.co/lH6P6bZv44 #amien_rais #Fokus_Isu #hatta #Pramono_Edhie_Wibowo #SBY;1;-1;-1;-1;-1;;;;
"Saya dukung anda pak @wiranto1947 @Hary_Tanoe menjadi presiden! Kita butuh pemimpin yang adiltegas jujur bijaksana!! Untuk memimpin bangsa""";1;-1;-1;1;-1;;;;
ARB Presiden Ideal Indonesia 2014 http://t.co/vyMtsgMvDy via @kompasiana cc: @IndraJPiliang;-1;1;-1;-1;-1;;;;
"Dukung!!! ""@wiranto1947: Terima kasih atas dukungannya Insya Allah saya amanah nanti untuk menjaganya @HPeniyud @Hary_Tanoe""""""";1;-1;-1;1;-1;;;;
"ARB Presiden Ideal Indonesia 2014 http://t.co/8BJvYh2oOE @Sahabat_ARB2014 @sahabatical @nurkholim""";-1;1;-1;-1;-1;;;;
ARB Presiden ideal 2014~http://t.co/XjZRFnE26l;-1;1;-1;-1;-1;;;;
Jokowi sudah berhasil .   namun perkerjaanya tidak mudah jadi bersabarlah dan bantu beliau dalam menjalankan tugasnya dengan mematuhinya oke;-1;0;-1;-1;-1;;;;
Berani berfikir ! Berani bermimpi ! Berani bertindak ! *ARB*;-1;1;-1;-1;-1;;;;
"wiranto1947 SalamYth.Bpk Wiranto ada kiyai Jatim memerlukan. Dana untuk pembebasan tanah pesantren -+10 hektarapa bisa bantu seikhlasnya?""";-1;1;-1;-1;-1;;;;
@tribunnews yang penting komitmen itu aja jabatan itu amanah. Jangan dibikin salah kaprah ok pak jokowi. Salam blusukan ya pak jokowi;1;1;-1;-1;-1;;;;
Viva @jokowi_do2 viva jokowi pimpin DKI jujur adil dan pake hati viva jokowi;1;-1;-1;-1;-1;;;;
Betul sekali Mbak @NissRengganis. Pemimpin hrs berani. Alhamdulillah @Prabowo08 sdh membuktikan dgn aktif membantu proses hukum Wilfrida;-1;0;-1;-1;-1;;;;
"BERANI BERMIMPI .. BERANI MELANGKAH .#PesanARB #SMKBISA!!!ARB  Motivasi untuk Anak Indonesia - YouTube: http://t.co/t6QZxgbBgq via @youtube""";-1;1;-1;-1;-1;;;;
"Baru kali ini setahunan kepemimpinan kepala daerah dibuat perayaan&amp;masyarakat pun  antusias. *Setahunan Jokowi-Ahok";-1;-1;-1;-1;-1;;;;
"Setahun Jokowi - Ahok di @Metro_TV  keinget peristiwa di lapangan Banteng. Dmna rakyat berkumpul dgn antusias untk melihat pemimpin mereka.""";-1;1;-1;-1;-1;;;;
@iskan_dahlan pak. Klo menang konvesi dmorat. Pilih wkil yang ahli hukum tata negara n bersih (p.mahfud). Koruptor harus dibasmi..;0;-1;-1;-1;-1;;;;
"Semoga Pak @jokowi_do2  @basuki_btp  selalu dilindungi Tuhan diberi kemampuan  amanah dlm menjalankan tgs kewajibannya 4thn ke depan.""";1;-1;-1;-1;-1;;;;
Smg Jokowi-Ahok diberi kesehatan dan istiqomah dlm mengemban amanah dr warga DKI..aamiin.;1;-1;-1;-1;-1;;;;
"Pak Jokowi Ahok sosok pemimpin yg Bekerja secara Konkret Responsif Amanah bekerja secara target yang jelas Dekat dengan Rakyat Kecil!!""";1;-1;-1;-1;-1;;;;
"Tidak ada yang tidak bisa kita capai jika kita ""Berani"". Berani berpikir berani bermimpi berani bertindak -ARB-""";-1;-1;-1;-1;-1;;;;
Antusias warga Jakarta berdialog dengan jokowi ahok nih ada 5000 orang tertib di pelataran Monas http://t.co/OtJ3rDGx5p;-1;-1;-1;-1;-1;;;;
Itulah Jokowi buktikan sbagai pemimpin yang amanah tanpa banyak bicara tapi banyak kerja RT@rimanews: Rizal Ramli Menghargai dan Menduk;1;-1;-1;-1;-1;;;;
"Jokowi Ahok sama2 tegas bertanggungjawab. semoga akan terus amanah ya (y)""";1;1;-1;-1;-1;;;;
ARB adalah salah satu entrepreneur terkemuka di Indonesia yang percaya pada kekuatan inovasi sebagai kunci kesuksesan #Arb;1;-1;-1;-1;-1;;;;
"Senengnya nonton Jokowi-Ahok Setahun terjadi interaksi antara masyarakat dgn pemegang amanah masyarakat Jakarta.""";1;-1;-1;-1;-1;;;;
"swaraunibfm yg pertama rendah hatisifat terbuka untk dikritik jujur adil  bertanggung jawab  bisa jadi panuttan ! jokowi yuk marii""";1;-1;-1;-1;-1;;;;
"Prabowo08 hampir semua ulama maupun orang yang ngerti yang saya datangi ngomong demikian jadi ini amanah yang harus saya sampaika ke Bapak""";1;-1;-1;-1;-1;;;;
"ARB pemimpin kita semua baik hatinya ramah orangnya pemimpin yg mengerti rakyat masa depan ser ser di tangan kita!""";1;-1;-1;-1;-1;;;;
"Semoga tetap Amanah :) RT @dzahra27: Analisa Bang @Kurawa ""SETAHUN PERTAMA JOKOWI - AHOK"" http://t.co/82Fo6689DF";1;-1;-1;-1;-1;;;;
Berani bermimpi baru berani melangkah #ARB;-1;-1;-1;-1;-1;;;;
Sikap tegas yang diterapkan Gubernur DKI Jakarta Joko Widodo dan  wakilnya Basuki Tjahaja Purnama r... http://t.co/KQl662XmLv #SINDOnews;-1;1;-1;-1;-1;;;;
Mau nyapres pantes sok alim :p LOL RT @temponewsroom: Nasional - Dahlan Iskan Deklarasikan Pendukungnya di Yogya http://t.co/DWcrb7NXdh;0;-1;-1;-1;-1;;;;
"Listrik msh byar prett  gmn bs dahlan iskan mau maju jd presiden dikasi amanah mngelola listrik negara saja msh blm becus !!""";-1;0;-1;-1;-1;;;;
"Aamiin @Prabowo08 ""@DoaIndah: ""Ya Allah Ya Rabbi. Hadirkanlah kepada kami pemimpin jujur amanah dan yang menyayangi kami.""""""""""";1;-1;-1;-1;-1;;;;
"Generasi ARB ya RT @RidhoBochor: berani bermimpi berani berfikir dan berani melangkah""";-1;-1;-1;-1;-1;;;;
"RT @arienBelanjaBkz: Di Anggap GAGAL JOKOWI-AHOK Undang Warga ke MONAS  http://t.co/Rai0haosV1""";-1;0;-1;-1;-1;;;;
Kinerja jokowi ahok di nilai baik oleh rakyat ibu kota.tapi cacian juga ber tubi tubi. Semoga ALLAH melindungi mereka berdua sampai 5 thn.;-1;1;-1;-1;-1;;;;
@RenataHigurashi dihh aku kan berusaha nenangin kmu sprti jokowi yg baik sm warganya jga.. :);1;-1;-1;-1;-1;;;;
@jokowi_do2 bapak orang baik kan.. bagi saya duit pak.;1;-1;-1;-1;-1;;;;
"Waduuhsy merasa blum baik...jgn dijadikan tladan.""""@cenoldoank: termotivasi oleh bapak @Jokowi_ID Bagi saya kritik itu sebagai suatu koreksi""";1;-1;-1;-1;-1;;;;
"Jokowi_ID sungguh kagum kepada bapak orangnya bijak sana dan rendah hati bapak adalah capres yg baik selamat beristirahat pak :)""";1;-1;-1;-1;-1;;;;
@datuakrajoangek @jokowi_do2 jalan perubahan menuju yang lebih baik;-1;1;-1;-1;-1;;;;
Konsep Ulul Albab yakni manusia yg cerdas otaknya (berpikir) & mulia hatinya (berdzikir). #M.Mahfud MD;1;-1;-1;-1;-1;;;;
"Doa hari ini: berikanlah kami pemimpin yg bersih minimal yg spt @jokowi_do2 dan @basuki_btp. Kalo bisa yg lebih baik amin.""";-1;1;-1;-1;-1;;;;
semoga Bapak @mohmahfudmd tetap amanah karena setiap koruptor pasti mengatakan demikian :).;1;-1;-1;-1;-1;;;;
@detikcom jgn pilih ARB di pilpres nanti alias ICHAL BAKRIE;-1;-1;-1;0;-1;;;;
@mohmahfudmd prof. Jd mau nyapres?? Mudah2an amanah ya;1;-1;-1;-1;-1;;;;
"aburizalbakrie politik dinasti baik buat partai.statemen""KATROK"" !korupsi marakbisnis di monopoli.#gabakaljadiRI1bossdi2014""";0;-1;-1;-1;-1;;;;
"Kandidat Kuat Cawapres Ical: Jokowi Mahfud MD dan Pramono Edhie de.tk/A8o1h""";-1;-1;-1;1;-1;;;;
@TrioMacan2000 ya menurut saya pak @jokowi_do2 teruskan amanah sebagai gubernur dulu lah. Baru menjajaki amanah yg lain.. :);1;-1;-1;-1;-1;;;;
"Saya lebih suka kalau @Prabowo08 pasangan dg @hnurwahid RT @Aji_Djiun: @Arif_RHaryono @guruhkhadafi bisa jadi bisa jadi :p""";-1;1;-1;-1;-1;;;;
@4the_vision saya kagumi smwa org2 yg baik apalagi yg bermanfaat bagi org byk mau siapapun itu termasuk @aburizalbakrie;-1;-1;-1;-1;-1;;;;
"Benar Pak... cc @jokowi_do2 @Jokowi_ID ""@info_Jakarta Jakarta masih membutuhkan Jokowi dalam 4 tahun ke depan agar Jakarta jadi lebih baik""";-1;1;-1;-1;-1;;;;
@Prabowo08 Saya selalu medoakan Pak Prabowo kepilih menjadi presiden untuk indonesia yg lebih baik lgi;-1;-1;-1;1;-1;;;;
"Rakyat ingin  perubahan untuk Indonesia yang lebih baik  Jokowi Harus menjadi Presiden RI 2014 !! @jokowi_do2 http://t.co/GPTjOMGiaq""";-1;-1;-1;1;-1;;;;
gk kerasa ud setaun Jokowi-Ahok dn sdh emg ud bnyk prbhan baik d Jkrta. smg ke depannya makin sukses Pak @jokowi_do2 Pak @basuki_btp;-1;1;-1;-1;-1;;;;
Prabowo08 di tangan anda sya brharap indonesia menjadi lbh baik dri skrg;-1;1;-1;-1;-1;;;;
semoga Golkar lbh mampu menghdirkan kualitas demokrasi yg baik bagi negeri. @aburizalbakrie;-1;1;-1;-1;-1;;;;
"mohmahfudmd setuju setuju... Orang baik tanpa ambisi ya tidur sj""";1;-1;-1;-1;-1;;;;
Wiranto-Hary Tanoe Agresif sekali bung.;1;-1;-1;-1;-1;;;;
@Prabowo08 met mlm pak mju terus pak smga indonesia lbh baik pak;-1;1;-1;-1;-1;;;;
Selamat u/ bp @hattarajasa RT @VIVAnews: Pol-Tracking: Kinerja Menteri Agama dan Menko Ekonomi Paling Baik http://t.co/tcBbbnDetT;-1;1;-1;-1;-1;;;;
"RT @vivijkw: Rakyat ingin  perubahan untuk Indonesia yang lebih baik  Jokowi Harus menjadi Presiden RI 2014 !! @jokowi_do2 http://t.co/GPT?â€ºÆ’?Âª??""";-1;1;-1;1;-1;;;;
"Payah RT)republikaonline: Februari Mahfud MD Bakal 'Blak-Blakan' Soal Pencapresanrepublika.co.id/r/muyvvz""";-1;0;-1;-1;-1;;;;
"Payah RT @republikaonline: Februari Mahfud MD Bakal 'Blak-Blakan' Soal Pencapresanrepublika.co.id/r/muyvvz""";-1;0;-1;-1;-1;;;;
"mohmahfudmd -punya ambisi besar semangat tinggi dibarengi dengan moral dan akhlak yg baik.""";1;-1;-1;-1;-1;;;;
"S.Si)""Met malam pak@SBYudhoyono """"@Citradamayanti1: Jika pemimpin negara itu jujurbaikcerdas amanah niscaya rakyatnya akan makmur"""" cc:@Pak_JK""";1;-1;-1;-1;-1;;;;
"mohmahfudmd Indonesia butuh presiden yg tegas dan berintegritas berani membrantas korupsi dan tegas dlm penegakkan hukum.""";-1;1;-1;-1;-1;;;;
@mohmahfudmd betul pak..krn semua berasal dr nafsu alami manusia..dan itu tegantung niatnya mau dibawa dg yg baik ato yg buruk;-1;-1;-1;-1;-1;;;;
@Pak_JK smoga pak JK sehat selalu dan smga Pak JK dapat memimpin negri ini setelah SBY. Dan mudah mudahan indonesia lebih baik lagi amin;-1;1;-1;-1;-1;;;;
@iskan_dahlan jam 1 pln mati di ftmwati...gak becus ente bro;-1;0;-1;-1;-1;;;;
Prabowo Subianto is the next president. Semoga beliau jujur dan amanah juga gemar memperhatikan rakyat. Amin;1;-1;-1;1;-1;;;;
"Salam sejahtera utk Pak @wiranto1947 semoga Bapak selalu dikarunia kesehatan dan amal2 baik yg kontinyu amien salam kami dari #Banten""";1;-1;-1;-1;-1;;;;
@wiranto1947 salam sukses untuk Bapak dan keluarga besar Hanura.... salam perjuangan membawa Indonesia kearah yang lebih baik....;-1;1;-1;-1;-1;;;;
Masih ada Harapan di Badan nya @wiranto1947 untuk 2014 yang Lebih Baik.;1;-1;-1;-1;-1;;;;
@aburizalbakrie Sukses GOLKAR kemenangan ARB...buktikan GOLKAR bisa merubah segalanya menjadi legih baik.;-1;1;-1;-1;-1;;;;
Semakin banyak pihak yang berani bongkar korupsi @iskan_dahlan yang ditutupi2 media mainstream ! http://t.co/SS4xzfNKst;0;-1;-1;-1;-1;;;;
RT Pemimpin Merakyat @PDI_Perjuangan m.antaranews.com/berita/401380/ (Megawati Soekarnoputri Ajak Ribuan Buruh Makan Siang Bersama);-1;-1;1;-1;-1;;;;
"erwandukat @SBYudhoyono @iskan_dahlan Iya Pak Dahlan Iskan sering ngambil keputusan2 berani n selalu diserang. Kalo ada SK mgkn aman ya""";-1;1;-1;-1;-1;;;;
"Smoga @Prabowo08.:PRESIDEN 2014 Tegas Percaya Diri jadikan Nusantara ber agamisharmonis  mutualis dlm segala hal.amin.Aku lah pendukungmu""";1;-1;-1;-1;-1;;;;
"Dukung gaya pemimpin muda spt @tri_rismaharani @jokowi_do2 @basuki_btp @ridwankamil @ganjarpranowo @BimaAryaS M. Kholiq Arif dll. Get used.""";1;-1;-1;-1;-1;;;;
"aburizalbakrie pemimpin yg amanah yah bang yg mengedepankan kepentingan rakyat semoga menjadi RI 1""";1;-1;-1;-1;-1;;;;
"aburizalbakrie betul bang pempin yg baik bs pimpn dirinyakluarganya lingknganya dan masyarakatnya dilingkup negara dan dunia seisinya""";-1;1;-1;-1;-1;;;;
"aburizalbakrie smoga beliyai bisa jadi pemimpin yg wibawa dan amanahsalam sehat pak ARB""";1;-1;-1;-1;-1;;;;
"RT @abdussakur19: @aburizalbakrie smoga beliyai bisa jadi pemimpin yg wibawa dan amanah salam sehat pak ARB""";1;-1;-1;-1;-1;;;;
